length,width,thickness,height,FOS
0.02,0.02,0.002,0.02,0.4102643549
0.02289,0.032468,0.003204,0.049191,0.879352778
0.041562,0.035307,0.002667,0.038964,0.7610936122
0.033949,0.029465,0.004239,0.037722,1.908912916
0.029742,0.048853,0.004657,0.034032,1.942333321
0.052978,0.036781,0.004435,0.045311,2.340138664
0.059697,0.027394,0.002751,0.032332,1.096123809
0.046889,0.024142,0.003006,0.033787,1.231085715
0.036738,0.031195,0.002428,0.04551,0.740765395
0.05107,0.036989,0.004386,0.036743,2.146190422
0.058348,0.039657,0.003103,0.037199,1.224516377
0.051425,0.02785,0.004289,0.044506,2.27918137
0.026867,0.024559,0.004538,0.049014,2.153023217
0.057727,0.028358,0.002594,0.025098,0.8665410261
0.042885,0.032701,0.004679,0.035666,2.321200441
0.053816,0.039029,0.003466,0.048466,1.352476932
0.047333,0.048659,0.004473,0.026071,2.044965382
0.055746,0.043534,0.002493,0.037009,0.8372680608
0.045588,0.033069,0.003674,0.043577,1.676158395
0.047659,0.04543,0.003768,0.048116,1.595695885
0.059083,0.047101,0.003933,0.041065,1.875795336
0.048934,0.022278,0.003236,0.02235,1.277569708
0.021991,0.028973,0.004618,0.021661,2.077633366
0.054335,0.03575,0.002175,0.035391,0.6428148343
0.035022,0.033686,0.002261,0.026711,0.6283519706
0.041855,0.023574,0.003796,0.020611,1.80202382
0.039637,0.04799,0.003132,0.043109,1.006444404
0.046488,0.044985,0.002107,0.027418,0.5130666825
0.024761,0.026329,0.003996,0.044839,1.53520697
0.032278,0.027026,0.004845,0.039543,2.255742208
0.040497,0.022784,0.002317,0.047112,0.779607268
0.020966,0.034205,0.003527,0.030675,1.067993765
0.055183,0.045652,0.00328,0.038557,1.357481814
0.057559,0.036024,0.004125,0.020322,1.873372831
0.051768,0.025896,0.003872,0.040693,1.976718268
0.037617,0.031555,0.004917,0.029275,2.705275186
0.024205,0.039353,0.003622,0.038128,1.038393416
0.035811,0.04302,0.00214,0.042644,0.5150767145
0.038624,0.043394,0.004945,0.046431,2.318816631
0.034744,0.046534,0.003587,0.028498,1.300591446
0.041088,0.040202,0.003418,0.049769,1.264247214
0.056757,0.049125,0.003373,0.048789,1.233031158
0.030178,0.020489,0.003595,0.032058,1.219929734
0.035473,0.044014,0.002741,0.030345,0.7556965351
0.025498,0.025119,0.002805,0.030187,0.8912723897
0.037426,0.029902,0.004133,0.027575,1.856758725
0.045644,0.031732,0.002824,0.041805,1.054117899
0.028891,0.029102,0.004029,0.031972,1.583416843
0.022501,0.046321,0.004042,0.040928,1.211052454
0.020751,0.042551,0.003555,0.022946,1.055808381
0.04456,0.044638,0.002864,0.022007,0.9754153342
0.039289,0.024208,0.003155,0.042157,1.25722188
0.054794,0.046931,0.002716,0.026397,0.8414670916
0.038351,0.049848,0.003689,0.024626,1.316247544
0.03432,0.036259,0.004859,0.040178,2.390178613
0.021548,0.028663,0.003832,0.046881,1.37400435
0.05348,0.032153,0.00333,0.044013,1.499638342
0.027885,0.037423,0.002539,0.033333,0.6536553765
0.052546,0.046068,0.004276,0.035174,1.952458381
0.048414,0.047721,0.002452,0.038659,0.7299087988
0.032613,0.021565,0.002389,0.021467,0.6825627158
0.042468,0.041361,0.004603,0.028841,2.231171888
0.049358,0.02304,0.003812,0.025576,1.962033485
0.05625,0.024972,0.00204,0.03114,0.644149142
0.040218,0.042126,0.002233,0.023976,0.6000570846
0.025673,0.044568,0.002658,0.039922,0.6680145238
0.028742,0.020653,0.003311,0.046357,1.191918533
0.023232,0.04755,0.004511,0.028054,1.525506971
0.045154,0.040694,0.003978,0.034648,1.653300104
0.020379,0.040823,0.00207,0.047782,0.3660554201
0.050673,0.025549,0.003024,0.026945,1.25825011
0.050383,0.030446,0.004783,0.039425,2.623290868
0.048172,0.029775,0.002569,0.034288,0.8625020389
0.04419,0.022669,0.004195,0.025384,2.10481928
0.03323,0.04127,0.002395,0.029629,0.6268439307
0.022008,0.020059,0.003477,0.028207,0.9415300569
0.036888,0.02206,0.002614,0.021046,0.8740915455
0.030457,0.038161,0.003188,0.042908,1.038396849
0.029493,0.041858,0.002916,0.032775,0.8755607455
0.031507,0.02109,0.004419,0.023802,1.694156009
0.043448,0.023694,0.004991,0.024215,2.742084493
0.056833,0.021356,0.0022,0.036339,0.7002372547
0.028061,0.030904,0.002966,0.02014,0.9331058662
0.030947,0.038514,0.004078,0.045139,1.587474205
0.058522,0.026642,0.002356,0.025816,0.8494916884
0.026362,0.037782,0.002957,0.023319,0.8570281515
0.033145,0.049412,0.003896,0.043822,1.238181938
0.055287,0.034461,0.004702,0.049624,2.569894515
0.027364,0.043971,0.002882,0.041549,0.7448643065
0.038974,0.034828,0.004566,0.022543,2.1456461
0.031694,0.03866,0.003395,0.02942,1.203302289
0.042028,0.035264,0.004366,0.031074,1.951733603
0.024937,0.037274,0.002277,0.034799,0.5211217661
0.052267,0.03983,0.003057,0.042419,1.210276021
0.036254,0.026206,0.003735,0.036156,1.621866996
0.023626,0.042369,0.004809,0.037481,1.754375961
0.049779,0.027519,0.004737,0.033056,2.700084137
0.046249,0.033204,0.004168,0.045815,1.930331262
0.059553,0.030545,0.002011,0.023263,0.6001846946
0.026565,0.033894,0.00434,0.047464,1.83760766
0.04367,0.048411,0.004896,0.031567,2.243839721
0.036516,0.03133,0.004667,0.02639,2.406495674
0.022524,0.022587,0.004288,0.040318,1.798923836
0.046661,0.037709,0.002519,0.038968,0.791935738
0.021258,0.041179,0.004036,0.034854,1.336205028
0.053584,0.035929,0.004621,0.045806,2.630220231
0.04677,0.039677,0.004767,0.03628,2.435986721
0.041757,0.042131,0.004654,0.045205,2.299801251
0.048683,0.046287,0.004748,0.025174,2.118767713
0.049226,0.036332,0.003984,0.049407,1.861923693
0.036362,0.029949,0.004606,0.047529,2.294509454
0.044716,0.038006,0.004489,0.048231,2.120498389
0.026536,0.0338,0.004459,0.028576,1.877708212
0.042865,0.02565,0.003129,0.021586,1.258863258
0.055826,0.047701,0.002909,0.036077,1.034744789
0.051197,0.02267,0.003161,0.04072,1.400118882
0.034452,0.02426,0.002697,0.026146,0.9050002605
0.055327,0.042843,0.0042,0.04961,2.042329068
0.047033,0.039226,0.002663,0.023434,0.8685092166
0.040329,0.04313,0.004931,0.020404,2.282603526
0.043757,0.039943,0.00261,0.043938,0.8475573311
0.0299,0.045814,0.003842,0.035408,1.245480115
0.038298,0.036307,0.004093,0.040777,1.897036856
0.051947,0.048741,0.004175,0.042355,1.824916953
0.038646,0.042539,0.002502,0.049427,0.7188123633
0.048167,0.020618,0.004428,0.024863,1.331003703
0.059682,0.024286,0.004137,0.023139,2.304268198
0.037389,0.033837,0.004519,0.032439,2.298532323
0.023444,0.024969,0.004637,0.036855,2.017511732
0.02725,0.039808,0.00277,0.042177,0.7535551978
0.029252,0.042286,0.004585,0.049703,1.912376001
0.029582,0.028702,0.002646,0.027572,0.7480022474
0.055768,0.034742,0.00287,0.049892,1.048143044
0.058156,0.046118,0.004402,0.043106,2.178884613
0.045031,0.048436,0.00297,0.044551,1.070606272
0.041381,0.045639,0.003544,0.025514,1.381201258
0.026828,0.040535,0.004647,0.046566,1.780960791
0.032714,0.026784,0.003703,0.028154,1.574650653
0.02752,0.021792,0.003661,0.02521,1.437498867
0.032499,0.042946,0.004132,0.040563,1.566901758
0.056401,0.032598,0.00457,0.031491,2.57140016
0.0548,0.047279,0.003152,0.032206,1.127392485
0.052112,0.038367,0.003282,0.042007,1.370010992
0.028813,0.048588,0.004218,0.022362,1.52915925
0.038241,0.032485,0.00283,0.028447,0.9735597048
0.056302,0.043311,0.002825,0.039871,0.9999949173
0.02658,0.035245,0.004872,0.035162,2.141347711
0.044562,0.035977,0.003436,0.035376,1.432886666
0.033391,0.025405,0.003345,0.020371,1.2882379
0.037236,0.044006,0.003468,0.025752,1.212882961
0.020156,0.030522,0.002896,0.028817,0.8169432592
0.031504,0.044311,0.004022,0.030547,1.446307886
0.051907,0.020578,0.003086,0.021494,1.18908047
0.034293,0.037741,0.003584,0.03867,1.381318777
0.044129,0.045352,0.003958,0.036354,1.649693324
0.057373,0.026375,0.004954,0.040745,2.894856524
0.041228,0.042673,0.004429,0.032105,2.047644935
0.048998,0.040658,0.004368,0.037498,2.167828488
0.044339,0.044169,0.004738,0.034572,2.044179484
0.030162,0.03029,0.00423,0.038696,1.819676263
0.039519,0.020283,0.004345,0.028238,1.409237879
0.028973,0.026145,0.003571,0.043568,1.353477093
0.03965,0.03566,0.00347,0.043227,1.392993979
0.025592,0.049054,0.004843,0.033487,1.761797781
0.058784,0.026095,0.00412,0.049457,2.219268345
0.031779,0.031927,0.003715,0.02698,1.538196927
0.02712,0.031282,0.002942,0.048547,0.8759060445
0.040463,0.038994,0.004899,0.042305,2.393741122
0.055673,0.04993,0.004583,0.038442,2.370495929
0.053975,0.024428,0.002699,0.048952,1.053672377
0.022146,0.042086,0.00471,0.044557,1.630459558
0.020596,0.033132,0.004517,0.020853,1.777448996
0.049077,0.037848,0.004804,0.04878,2.663504156
0.023838,0.020996,0.002771,0.047653,0.823924604
0.054118,0.04879,0.004161,0.024659,1.96513715
0.05807,0.029076,0.003276,0.025702,1.399429061
0.040884,0.046064,0.003237,0.049155,1.196923725
0.021984,0.043984,0.004105,0.028392,1.392034139
0.043252,0.048685,0.004476,0.04333,1.79623449
0.038978,0.027056,0.002536,0.03154,0.8579289117
0.030741,0.029873,0.003565,0.041622,1.393090304
0.035038,0.022639,0.004686,0.023913,2.393485106
0.054214,0.034702,0.003213,0.045292,1.304742015
0.031649,0.025162,0.004757,0.034372,2.294386733
0.023876,0.020522,0.004494,0.0366,0.8469138718
0.042754,0.039009,0.002534,0.028175,0.7690714814
0.027396,0.044346,0.004236,0.044945,1.412679968
0.053205,0.037869,0.002937,0.043474,1.017720214
0.022961,0.047514,0.004714,0.039029,1.624139786
0.026227,0.023463,0.003093,0.044913,1.072732209
0.03008,0.044662,0.003306,0.023945,1.06598693
0.025704,0.046961,0.004207,0.029376,1.330746703
0.040384,0.033503,0.004009,0.04046,1.848618637
0.038421,0.039176,0.004541,0.04537,2.220348776
0.059891,0.029265,0.003577,0.033167,1.689347782
0.035083,0.036019,0.004114,0.027389,1.772004007
0.026779,0.044554,0.00486,0.044294,1.933107365
0.030236,0.024,0.003771,0.03976,1.642351317
0.055581,0.035557,0.004027,0.046306,2.085177397
0.052387,0.035321,0.003897,0.049812,1.696843907
0.046261,0.049955,0.003729,0.031709,1.403130098
0.050101,0.047072,0.003001,0.024341,1.072015673
